pub_date,headline,abstract,keywords,lead_paragraph,date_parsed
2024-12-30 11:00:02+00:00,"{'main': 'Wordle Review No. 1,291', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Scroll down for hints and conversation about the puzzle for Dec. 31, 2024.","[{'name': 'subject', 'value': 'Wordle (Puzzle)', 'rank': 1, 'major': 'N'}]","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2024-12-30T11:00:02Z
2024-12-10 15:30:17+00:00,"{'main': 'Don’t Worry About Whether Art Basel Is Cool', 'kicker': None, 'content_kicker': None, 'print_headline': 'Don’t Bother to Worry About Whether Art Basel Is Cool', 'name': None, 'seo': None, 'sub': None}","The annual global art fair in Miami featured a heady mélange of artists, gallerists, A-list celebrities, luxury brands and Mad Libs-esque collaborations among many of them.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Celebrities', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Art Basel Miami Beach', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'MSCHF', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'New Art Dealers Alliance', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Miu Miu (Fashion Label)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Adams, Derrick (Artist)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Hadid, Gigi (1995- )', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Korine, Harmony', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Rihanna', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Miami (Fla)', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Miami Design District (Miami, Fla)', 'rank': 12, 'major': 'N'}]","The in crowd knows that Art Basel, the annual global art fair in Miami, isn’t exactly cool anymore, but they go anyway out of professional obligation, or because certain parties might be cool, or for the same reason people with no interest in football watch the Super Bowl: because it’s the Super Bowl.",2024-12-10T15:30:17Z
2024-12-19 14:10:15+00:00,"{'main': 'Amazon Delivery Drivers at Seven Hubs Walk Out', 'kicker': None, 'content_kicker': None, 'print_headline': 'Thousands Who Deliver For Amazon Go on Strike', 'name': None, 'seo': None, 'sub': None}",The retail giant said it expected its operations to be largely unaffected by the strike of some drivers at contracting firms Amazon uses to deliver packages.,"[{'name': 'organizations', 'value': 'Amazon.com Inc', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Delivery Services', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Warehouses', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'E-Commerce', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Labor', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Strikes', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'International Brotherhood of Teamsters', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 8, 'major': 'N'}]","Workers who deliver packages from seven Amazon facilities across the country went on strike Thursday morning, according to the International Brotherhood of Teamsters, the union that represents them.",2024-12-19T14:10:15Z
2024-12-02 23:17:37+00:00,"{'main': 'Kash Patel Has Plan to Remake the F.B.I. Into a Tool of Trump', 'kicker': None, 'content_kicker': None, 'print_headline': 'Patel’s Plan to Remake F.B.I. Into a Tool for Trump to Target Adversaries', 'name': None, 'seo': None, 'sub': None}","President-elect Donald Trump’s pick to lead the F.B.I. has called for firing the agency’s top officials, shutting down its Washington headquarters and prosecuting journalists.","[{'name': 'subject', 'value': 'Federal Criminal Case Against Trump (Documents Case)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Transition (US)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Durham, John H', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Patel, Kashyap', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 10, 'major': 'N'}]","“Fire the top ranks of the F.B.I.” Encourage Congress to demand testimony exposing “every single bit of filth and corruption” at the agency, and withhold its funding “until the documents come in.” Prosecute leakers and journalists. Replace the national security work force with “people who won’t undermine the president’s agenda.”",2024-12-02T23:17:37Z
2024-12-04 18:49:42+00:00,"{'main': 'A Storied New York Hilton Adds a Grim Chapter to Its History', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The hotel, on West 54th Street, was where journalists examined the Pentagon Papers and where Donald Trump delivered a 2016 victory speech.","[{'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Brian (1974-2024)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Hilton', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Midtown Area (Manhattan, NY)', 'rank': 5, 'major': 'N'}]","It’s the quintessential Manhattan hotel, somehow both drab and sleek, an emblem of the gray and glass aesthetic of the city that appears in thousands of beloved Hollywood films and series. The Midtown Hilton — or technically, the New York Hilton Midtown — is one of the city’s largest hotels, and the largest Hilton in the continental United States, with nearly 2,000 rooms.",2024-12-04T18:49:42Z
2024-12-18 14:55:30+00:00,"{'main': 'American Kitchens Face an Uncertain Mix: Olive Oil and Tariffs', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Trump hasn’t said whether he’ll move against imported foods, but the effects on oil producers and consumers are already being debated.","[{'name': 'subject', 'value': 'Oils and Fats', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Olives', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Protectionism (Trade)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Customs (Tariff)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Inflation (Economics)', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 9, 'major': 'N'}]",Few ingredients are more essential to American cooks today than olive oil. And none is more affected by geopolitics.,2024-12-18T14:55:30Z
2024-12-10 16:22:26+00:00,"{'main': '‘It’s Not Me’ Review: Entering the Mind of Leos Carax', 'kicker': 'Critic’s Pick', 'content_kicker': None, 'print_headline': 'It’s Not Me', 'name': None, 'seo': None, 'sub': None}","This personal film is a dynamic, even chaotic, collage of moments that bring the director back to his beginnings.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carax, Leos', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': """"It's Not Me (Movie)"""", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 4, 'major': 'N'}]","Love poem, restless dream, troubled history, alchemist’s scrapbook — Leos Carax’s “It’s Not Me” is pure cinema as it dances through its dense 42 minutes. He crafted this indelibly personal and eccentric film in response to a prompt he was given from the Pompidou Center in Paris: “Where are you at, Leos Carax?”",2024-12-10T16:22:26Z
2024-12-06 19:00:48+00:00,"{'main': 'How Childhood Tragedy Shaped the Doctor Trump Picked for Surgeon General', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trump’s Choice For Top Doctor Defied Trauma', 'name': None, 'seo': None, 'sub': None}","At the age of 13, Dr. Janette Nesheiwat said she accidentally knocked over a box in a darkened room. A handgun went off, leaving her father dead.","[{'name': 'persons', 'value': 'Nesheiwat, Janette', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Surgeon General (US)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'City Practice Group of New York (CityMD)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Fox News Channel', 'rank': 5, 'major': 'N'}]","Needing a pair of scissors, a 13-year-old girl went into the bedroom where her father was sleeping and reached for a fishing tackle box on a shelf above the bed. But in the darkened room, she accidentally knocked it over.",2024-12-06T19:00:48Z
2024-12-08 10:02:10+00:00,"{'main': 'How I Aged Into the Bad Christmas Movie', 'kicker': 'Critic’s Notebook', 'content_kicker': None, 'print_headline': 'Finally Won Over By Holiday Movies', 'name': None, 'seo': None, 'sub': None}","One December morning, a millennial critic awoke to discover that she had been begrudgingly charmed by an onslaught of Hallmark and Netflix holiday films.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hallmark Channel', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hot Frosty (Movie)', 'rank': 8, 'major': 'N'}]","When I first discovered the existence of made-for-television Christmas movies, maybe 15 years ago, they struck me as sentimental and anti-feminist. Also, they seemed to be made for older people. The leads were always floundering in midlife until their romantic and professional lives were reformed through the magic of Christmas. Then, one December morning, I awoke to find that I had transformed into the target demographic. I am older now, and the movies are made just for me.",2024-12-08T10:02:10Z
2024-12-11 10:02:34+00:00,"{'main': 'Recent Immigration Surge Has Been Largest in U.S. History', 'kicker': None, 'content_kicker': None, 'print_headline': 'Recent Stream Of Immigrants Is Largest Ever', 'name': None, 'seo': None, 'sub': None}","Under President Biden, more than two million immigrants per year have entered, government data shows.","[{'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Asylum, Right of', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Population', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Census', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Census Bureau', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Congressional Budget Office', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 10, 'major': 'N'}]","The immigration surge of the past few years has been the largest in U.S. history, surpassing the great immigration boom of the late 1800s and early 1900s, according to a New York Times analysis of government data.",2024-12-11T10:02:34Z
2024-12-04 17:34:20+00:00,"{'main': 'E.P.A. Again Seeks Limits on a Harmful Pesticide', 'kicker': None, 'content_kicker': None, 'print_headline': 'E.P.A. Seeks Limits, Again, On a Harmful Pesticide', 'name': None, 'seo': None, 'sub': None}","After a court overturned a ban, the agency has proposed restricting chlorpyrifos to 11 food crops, illustrating the limits of federal regulation.","[{'name': 'organizations', 'value': 'Environmental Protection Agency', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Pesticides', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hazardous and Toxic Substances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, Robert F Jr', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 9, 'major': 'N'}]","Almost 25 years after federal regulators curbed household use of a pesticide linked to learning disorders in children, and three years after a total ban on its use on food crops, the chemical is again being applied to everything from bananas to turnips in most states.",2024-12-04T17:34:20Z
2024-11-01 09:04:17+00:00,"{'main': 'Luther Vandross and the Sound That Could Fill Hearts, or Break Them', 'kicker': 'Critic’s Notebook', 'content_kicker': None, 'print_headline': 'Called the Love Doctor, He Couldn’t Heal Himself', 'name': None, 'seo': None, 'sub': None}","He was hounded by a fat-phobic press, but as Dawn Porter’s new documentary shows, he was a transformational presence from the start.","[{'name': 'persons', 'value': 'Vandross, Luther', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Luther: Never Too Much (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rhythm and Blues (Music)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Porter, Dawn', 'rank': 6, 'major': 'N'}]","Beginning in the late 1970s, while making the transition from background singer to phenomenal solo act, Luther Vandross shaped the sound of commercialism as much as he shaped the sound of modern American music. He recorded lucrative jingles for Juicy Fruit, Miller beer and even Gino’s pizza. During the Gino’s session, he was asked to personify a sizzling hot pie coming from the oven, and he improvised by quickly dropping his tenor into the hadal zone of his body and retrieving it, like a free diver collecting pearls.",2024-11-01T09:04:17Z
2024-12-04 11:00:06+00:00,"{'main': 'Two Billionaires’ Big Plan to Shrink Government', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",What Elon Musk and Vivek Ramaswamy aim to do to the federal government — and what it would look like if their ideas were carried out.,"[{'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Musk, Elon', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Ramaswamy, Vivek (1985- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'internal-sub-only-audio', 'rank': 6, 'major': 'N'}]","Elon Musk and Vivek Ramaswamy have called the federal bureaucracy an “existential threat to our republic.” Now, President-elect Donald J. Trump is empowering them to drastically shrink it, by whatever means necessary.",2024-12-04T11:00:06Z
